gName,gpID,NomCircuit,gDate,gLaps,gRank,url_GP
San Marino Grand Prix,392,Autodromo Enzo e Dino Ferrari,1984-05-06 00:00:00,75,4,https://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix
French Grand Prix,393,Dijon-Prenois,1984-05-20 00:00:00,75,5,https://en.wikipedia.org/wiki/1984_French_Grand_Prix
Monaco Grand Prix,394,Circuit de Monaco,1984-06-03 00:00:00,31,6,https://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix
Canadian Grand Prix,395,Circuit Gilles Villeneuve,1984-06-17 00:00:00,70,7,https://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix
Detroit Grand Prix,396,Detroit Street Circuit,1984-06-24 00:00:00,70,8,https://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix
Dallas Grand Prix,397,Fair Park,1984-07-08 00:00:00,70,9,https://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix
British Grand Prix,398,Brands Hatch,1984-07-22 00:00:00,71,10,https://en.wikipedia.org/wiki/1984_British_Grand_Prix
German Grand Prix,399,Hockenheimring,1984-08-05 00:00:00,44,11,https://en.wikipedia.org/wiki/1984_German_Grand_Prix
Austrian Grand Prix,400,Red Bull Ring,1984-08-19 00:00:00,51,12,https://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix
Dutch Grand Prix,401,Circuit Park Zandvoort,1984-08-26 00:00:00,71,13,https://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix
Italian Grand Prix,402,Autodromo Nazionale di Monza,1984-09-09 00:00:00,51,14,https://en.wikipedia.org/wiki/1984_Italian_Grand_Prix
European Grand Prix,403,Nürburgring,1984-10-07 00:00:00,51,15,https://en.wikipedia.org/wiki/1984_European_Grand_Prix
Portuguese Grand Prix,404,Autódromo do Estoril,1984-10-21 00:00:00,51,16,https://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix
Brazilian Grand Prix,405,Autódromo Internacional Nelson Piquet,1985-04-07 00:00:00,61,1,https://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix
Portuguese Grand Prix,406,Autódromo do Estoril,1985-04-21 00:00:00,67,2,https://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix
San Marino Grand Prix,407,Autodromo Enzo e Dino Ferrari,1985-05-05 00:00:00,60,3,https://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix
Monaco Grand Prix,408,Circuit de Monaco,1985-05-19 00:00:00,60,4,https://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix
Canadian Grand Prix,409,Circuit Gilles Villeneuve,1985-06-16 00:00:00,60,5,https://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix
Detroit Grand Prix,410,Detroit Street Circuit,1985-06-23 00:00:00,63,6,https://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix
French Grand Prix,411,Circuit Paul Ricard,1985-07-07 00:00:00,63,7,https://en.wikipedia.org/wiki/1985_French_Grand_Prix
British Grand Prix,412,Silverstone Circuit,1985-07-21 00:00:00,63,8,https://en.wikipedia.org/wiki/1985_British_Grand_Prix
German Grand Prix,413,Nürburgring,1985-08-04 00:00:00,63,9,https://en.wikipedia.org/wiki/1985_German_Grand_Prix
Austrian Grand Prix,414,Red Bull Ring,1985-08-18 00:00:00,52,10,https://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix
Dutch Grand Prix,415,Circuit Park Zandvoort,1985-08-25 00:00:00,70,11,https://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix
Italian Grand Prix,416,Autodromo Nazionale di Monza,1985-09-08 00:00:00,70,12,https://en.wikipedia.org/wiki/1985_Italian_Grand_Prix
Belgian Grand Prix,417,Circuit de Spa-Francorchamps,1985-09-15 00:00:00,70,13,https://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix
European Grand Prix,418,Brands Hatch,1985-10-06 00:00:00,75,14,https://en.wikipedia.org/wiki/1985_European_Grand_Prix
South African Grand Prix,419,Kyalami,1985-10-19 00:00:00,75,15,https://en.wikipedia.org/wiki/1985_South_African_Grand_Prix
Australian Grand Prix,420,Adelaide Street Circuit,1985-11-03 00:00:00,75,16,https://en.wikipedia.org/wiki/1985_Australian_Grand_Prix
Brazilian Grand Prix,421,Autódromo Internacional Nelson Piquet,1986-03-23 00:00:00,61,1,https://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix
Spanish Grand Prix,422,Circuito de Jerez,1986-04-13 00:00:00,72,2,https://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix
San Marino Grand Prix,423,Autodromo Enzo e Dino Ferrari,1986-04-27 00:00:00,72,3,https://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix
Monaco Grand Prix,424,Circuit de Monaco,1986-05-11 00:00:00,72,4,https://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix
Belgian Grand Prix,425,Circuit de Spa-Francorchamps,1986-05-25 00:00:00,72,5,https://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix
Canadian Grand Prix,426,Circuit Gilles Villeneuve,1986-06-15 00:00:00,72,6,https://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix
Detroit Grand Prix,427,Detroit Street Circuit,1986-06-22 00:00:00,63,7,https://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix
French Grand Prix,428,Circuit Paul Ricard,1986-07-06 00:00:00,80,8,https://en.wikipedia.org/wiki/1986_French_Grand_Prix
British Grand Prix,429,Brands Hatch,1986-07-13 00:00:00,80,9,https://en.wikipedia.org/wiki/1986_British_Grand_Prix
German Grand Prix,430,Hockenheimring,1986-07-27 00:00:00,80,10,https://en.wikipedia.org/wiki/1986_German_Grand_Prix
Hungarian Grand Prix,431,Hungaroring,1986-08-10 00:00:00,80,11,https://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix
Austrian Grand Prix,432,Red Bull Ring,1986-08-17 00:00:00,52,12,https://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix
Italian Grand Prix,433,Autodromo Nazionale di Monza,1986-09-07 00:00:00,52,13,https://en.wikipedia.org/wiki/1986_Italian_Grand_Prix
Portuguese Grand Prix,434,Autódromo do Estoril,1986-09-21 00:00:00,52,14,https://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix
Mexican Grand Prix,435,Autódromo Hermanos Rodríguez,1986-10-12 00:00:00,52,15,https://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix
Australian Grand Prix,436,Adelaide Street Circuit,1986-10-26 00:00:00,82,16,https://en.wikipedia.org/wiki/1986_Australian_Grand_Prix
Brazilian Grand Prix,437,Autódromo Internacional Nelson Piquet,1987-04-12 00:00:00,61,1,https://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix
San Marino Grand Prix,438,Autodromo Enzo e Dino Ferrari,1987-05-03 00:00:00,61,2,https://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix
Belgian Grand Prix,439,Circuit de Spa-Francorchamps,1987-05-17 00:00:00,61,3,https://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix
Monaco Grand Prix,440,Circuit de Monaco,1987-05-31 00:00:00,61,4,https://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix
Detroit Grand Prix,441,Detroit Street Circuit,1987-06-21 00:00:00,63,5,https://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix
French Grand Prix,442,Circuit Paul Ricard,1987-07-05 00:00:00,80,6,https://en.wikipedia.org/wiki/1987_French_Grand_Prix
British Grand Prix,443,Silverstone Circuit,1987-07-12 00:00:00,80,7,https://en.wikipedia.org/wiki/1987_British_Grand_Prix
German Grand Prix,444,Hockenheimring,1987-07-26 00:00:00,80,8,https://en.wikipedia.org/wiki/1987_German_Grand_Prix
Hungarian Grand Prix,445,Hungaroring,1987-08-09 00:00:00,76,9,https://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix
Austrian Grand Prix,446,Red Bull Ring,1987-08-16 00:00:00,76,10,https://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix
Italian Grand Prix,447,Autodromo Nazionale di Monza,1987-09-06 00:00:00,76,11,https://en.wikipedia.org/wiki/1987_Italian_Grand_Prix
Portuguese Grand Prix,448,Autódromo do Estoril,1987-09-20 00:00:00,70,12,https://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix
Spanish Grand Prix,449,Circuito de Jerez,1987-09-27 00:00:00,72,13,https://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix
Mexican Grand Prix,450,Autódromo Hermanos Rodríguez,1987-10-18 00:00:00,63,14,https://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix
Japanese Grand Prix,451,Suzuka Circuit,1987-11-01 00:00:00,51,15,https://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix
Australian Grand Prix,452,Adelaide Street Circuit,1987-11-15 00:00:00,51,16,https://en.wikipedia.org/wiki/1987_Australian_Grand_Prix
Brazilian Grand Prix,453,Autódromo Internacional Nelson Piquet,1988-04-03 00:00:00,60,1,https://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix
San Marino Grand Prix,454,Autodromo Enzo e Dino Ferrari,1988-05-01 00:00:00,60,2,https://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix
Monaco Grand Prix,455,Circuit de Monaco,1988-05-15 00:00:00,60,3,https://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix
Mexican Grand Prix,456,Autódromo Hermanos Rodríguez,1988-05-29 00:00:00,60,4,https://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix
Canadian Grand Prix,457,Circuit Gilles Villeneuve,1988-06-12 00:00:00,69,5,https://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
Detroit Grand Prix,458,Detroit Street Circuit,1988-06-19 00:00:00,63,6,https://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
French Grand Prix,459,Circuit Paul Ricard,1988-07-03 00:00:00,80,7,https://en.wikipedia.org/wiki/1988_French_Grand_Prix
British Grand Prix,460,Silverstone Circuit,1988-07-10 00:00:00,65,8,https://en.wikipedia.org/wiki/1988_British_Grand_Prix
German Grand Prix,461,Hockenheimring,1988-07-24 00:00:00,44,9,https://en.wikipedia.org/wiki/1988_German_Grand_Prix
Hungarian Grand Prix,462,Hungaroring,1988-08-07 00:00:00,44,10,https://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
Belgian Grand Prix,463,Circuit de Spa-Francorchamps,1988-08-28 00:00:00,44,11,https://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
Italian Grand Prix,464,Autodromo Nazionale di Monza,1988-09-11 00:00:00,51,12,https://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
Portuguese Grand Prix,465,Autódromo do Estoril,1988-09-25 00:00:00,51,13,https://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
Spanish Grand Prix,466,Circuito de Jerez,1988-10-02 00:00:00,51,14,https://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
Japanese Grand Prix,467,Suzuka Circuit,1988-10-30 00:00:00,51,15,https://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
Australian Grand Prix,468,Adelaide Street Circuit,1988-11-13 00:00:00,82,16,https://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
Brazilian Grand Prix,469,Autódromo Internacional Nelson Piquet,1989-03-26 00:00:00,82,1,https://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix
San Marino Grand Prix,470,Autodromo Enzo e Dino Ferrari,1989-04-23 00:00:00,58,2,https://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix
Monaco Grand Prix,471,Circuit de Monaco,1989-05-07 00:00:00,58,3,https://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix
Mexican Grand Prix,472,Autódromo Hermanos Rodríguez,1989-05-28 00:00:00,58,4,https://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix
United States Grand Prix,473,Phoenix street circuit,1989-06-04 00:00:00,58,5,https://en.wikipedia.org/wiki/1989_United_States_Grand_Prix
Canadian Grand Prix,474,Circuit Gilles Villeneuve,1989-06-18 00:00:00,69,6,https://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix
French Grand Prix,475,Circuit Paul Ricard,1989-07-09 00:00:00,69,7,https://en.wikipedia.org/wiki/1989_French_Grand_Prix
British Grand Prix,476,Silverstone Circuit,1989-07-16 00:00:00,69,8,https://en.wikipedia.org/wiki/1989_British_Grand_Prix
German Grand Prix,477,Hockenheimring,1989-07-30 00:00:00,69,9,https://en.wikipedia.org/wiki/1989_German_Grand_Prix
Hungarian Grand Prix,478,Hungaroring,1989-08-13 00:00:00,77,10,https://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix
Belgian Grand Prix,479,Circuit de Spa-Francorchamps,1989-08-27 00:00:00,44,11,https://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix
Italian Grand Prix,480,Autodromo Nazionale di Monza,1989-09-10 00:00:00,44,12,https://en.wikipedia.org/wiki/1989_Italian_Grand_Prix
Portuguese Grand Prix,481,Autódromo do Estoril,1989-09-24 00:00:00,44,13,https://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix
Spanish Grand Prix,482,Circuito de Jerez,1989-10-01 00:00:00,73,14,https://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix
Japanese Grand Prix,483,Suzuka Circuit,1989-10-22 00:00:00,53,15,https://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix
Australian Grand Prix,484,Adelaide Street Circuit,1989-11-05 00:00:00,70,16,https://en.wikipedia.org/wiki/1989_Australian_Grand_Prix
United States Grand Prix,485,Phoenix street circuit,1990-03-11 00:00:00,72,1,https://en.wikipedia.org/wiki/1990_United_States_Grand_Prix
Brazilian Grand Prix,486,Autódromo José Carlos Pace,1990-03-25 00:00:00,72,2,https://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix
San Marino Grand Prix,487,Autodromo Enzo e Dino Ferrari,1990-05-13 00:00:00,72,3,https://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix
Monaco Grand Prix,488,Circuit de Monaco,1990-05-27 00:00:00,78,4,https://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix
Canadian Grand Prix,489,Circuit Gilles Villeneuve,1990-06-10 00:00:00,78,5,https://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix
Mexican Grand Prix,490,Autódromo Hermanos Rodríguez,1990-06-24 00:00:00,78,6,https://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix
French Grand Prix,491,Circuit Paul Ricard,1990-07-08 00:00:00,78,7,https://en.wikipedia.org/wiki/1990_French_Grand_Prix
British Grand Prix,492,Silverstone Circuit,1990-07-15 00:00:00,64,8,https://en.wikipedia.org/wiki/1990_British_Grand_Prix
German Grand Prix,493,Hockenheimring,1990-07-29 00:00:00,64,9,https://en.wikipedia.org/wiki/1990_German_Grand_Prix
Hungarian Grand Prix,494,Hungaroring,1990-08-12 00:00:00,64,10,https://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix
Belgian Grand Prix,495,Circuit de Spa-Francorchamps,1990-08-26 00:00:00,64,11,https://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix
Italian Grand Prix,496,Autodromo Nazionale di Monza,1990-09-09 00:00:00,53,12,https://en.wikipedia.org/wiki/1990_Italian_Grand_Prix
Portuguese Grand Prix,497,Autódromo do Estoril,1990-09-23 00:00:00,53,13,https://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix
Spanish Grand Prix,498,Circuito de Jerez,1990-09-30 00:00:00,53,14,https://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix
Japanese Grand Prix,499,Suzuka Circuit,1990-10-21 00:00:00,53,15,https://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix
Australian Grand Prix,500,Adelaide Street Circuit,1990-11-04 00:00:00,81,16,https://en.wikipedia.org/wiki/1990_Australian_Grand_Prix
United States Grand Prix,501,Phoenix street circuit,1991-03-10 00:00:00,81,1,https://en.wikipedia.org/wiki/1991_United_States_Grand_Prix
Brazilian Grand Prix,502,Autódromo José Carlos Pace,1991-03-24 00:00:00,71,2,https://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix
San Marino Grand Prix,503,Autodromo Enzo e Dino Ferrari,1991-04-28 00:00:00,61,3,https://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix
Monaco Grand Prix,504,Circuit de Monaco,1991-05-12 00:00:00,78,4,https://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix
Canadian Grand Prix,505,Circuit Gilles Villeneuve,1991-06-02 00:00:00,78,5,https://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix
Mexican Grand Prix,506,Autódromo Hermanos Rodríguez,1991-06-16 00:00:00,78,6,https://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix
French Grand Prix,507,Circuit de Nevers Magny-Cours,1991-07-07 00:00:00,78,7,https://en.wikipedia.org/wiki/1991_French_Grand_Prix
British Grand Prix,508,Silverstone Circuit,1991-07-14 00:00:00,78,8,https://en.wikipedia.org/wiki/1991_British_Grand_Prix
German Grand Prix,509,Hockenheimring,1991-07-28 00:00:00,45,9,https://en.wikipedia.org/wiki/1991_German_Grand_Prix
Hungarian Grand Prix,510,Hungaroring,1991-08-11 00:00:00,77,10,https://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix
Belgian Grand Prix,511,Circuit de Spa-Francorchamps,1991-08-25 00:00:00,44,11,https://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix
Italian Grand Prix,512,Autodromo Nazionale di Monza,1991-09-08 00:00:00,44,12,https://en.wikipedia.org/wiki/1991_Italian_Grand_Prix
Portuguese Grand Prix,513,Autódromo do Estoril,1991-09-22 00:00:00,71,13,https://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix
Spanish Grand Prix,514,Circuit de Barcelona-Catalunya,1991-09-29 00:00:00,71,14,https://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix
Japanese Grand Prix,515,Suzuka Circuit,1991-10-20 00:00:00,71,15,https://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix
Australian Grand Prix,516,Adelaide Street Circuit,1991-11-03 00:00:00,14,16,https://en.wikipedia.org/wiki/1991_Australian_Grand_Prix
South African Grand Prix,517,Kyalami,1992-03-01 00:00:00,14,1,https://en.wikipedia.org/wiki/1992_South_African_Grand_Prix
Mexican Grand Prix,518,Autódromo Hermanos Rodríguez,1992-03-22 00:00:00,69,2,https://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
Brazilian Grand Prix,519,Autódromo José Carlos Pace,1992-04-05 00:00:00,69,3,https://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
Spanish Grand Prix,520,Circuit de Barcelona-Catalunya,1992-05-03 00:00:00,69,4,https://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
San Marino Grand Prix,521,Autodromo Enzo e Dino Ferrari,1992-05-17 00:00:00,60,5,https://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
Monaco Grand Prix,522,Circuit de Monaco,1992-05-31 00:00:00,60,6,https://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
Canadian Grand Prix,523,Circuit Gilles Villeneuve,1992-06-14 00:00:00,60,7,https://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
French Grand Prix,524,Circuit de Nevers Magny-Cours,1992-07-05 00:00:00,69,8,https://en.wikipedia.org/wiki/1992_French_Grand_Prix
British Grand Prix,525,Silverstone Circuit,1992-07-12 00:00:00,59,9,https://en.wikipedia.org/wiki/1992_British_Grand_Prix
German Grand Prix,526,Hockenheimring,1992-07-26 00:00:00,45,10,https://en.wikipedia.org/wiki/1992_German_Grand_Prix
Hungarian Grand Prix,527,Hungaroring,1992-08-16 00:00:00,45,11,https://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix
Belgian Grand Prix,528,Circuit de Spa-Francorchamps,1992-08-30 00:00:00,45,12,https://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix
Italian Grand Prix,529,Autodromo Nazionale di Monza,1992-09-13 00:00:00,53,13,https://en.wikipedia.org/wiki/1992_Italian_Grand_Prix
Portuguese Grand Prix,530,Autódromo do Estoril,1992-09-27 00:00:00,71,14,https://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix
Japanese Grand Prix,531,Suzuka Circuit,1992-10-25 00:00:00,71,15,https://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix
Australian Grand Prix,532,Adelaide Street Circuit,1992-11-08 00:00:00,71,16,https://en.wikipedia.org/wiki/1992_Australian_Grand_Prix
South African Grand Prix,533,Kyalami,1993-03-14 00:00:00,72,1,https://en.wikipedia.org/wiki/1993_South_African_Grand_Prix
Brazilian Grand Prix,534,Autódromo José Carlos Pace,1993-03-28 00:00:00,72,2,https://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix
European Grand Prix,535,Donington Park,1993-04-11 00:00:00,72,3,https://en.wikipedia.org/wiki/1993_European_Grand_Prix
San Marino Grand Prix,536,Autodromo Enzo e Dino Ferrari,1993-04-25 00:00:00,72,4,https://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix
Spanish Grand Prix,537,Circuit de Barcelona-Catalunya,1993-05-09 00:00:00,72,5,https://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix
Monaco Grand Prix,538,Circuit de Monaco,1993-05-23 00:00:00,78,6,https://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix
Canadian Grand Prix,539,Circuit Gilles Villeneuve,1993-06-13 00:00:00,69,7,https://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix
French Grand Prix,540,Circuit de Nevers Magny-Cours,1993-07-04 00:00:00,72,8,https://en.wikipedia.org/wiki/1993_French_Grand_Prix
British Grand Prix,541,Silverstone Circuit,1993-07-11 00:00:00,72,9,https://en.wikipedia.org/wiki/1993_British_Grand_Prix
German Grand Prix,542,Hockenheimring,1993-07-25 00:00:00,72,10,https://en.wikipedia.org/wiki/1993_German_Grand_Prix
Hungarian Grand Prix,543,Hungaroring,1993-08-15 00:00:00,77,11,https://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix
Belgian Grand Prix,544,Circuit de Spa-Francorchamps,1993-08-29 00:00:00,77,12,https://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix
Italian Grand Prix,545,Autodromo Nazionale di Monza,1993-09-12 00:00:00,77,13,https://en.wikipedia.org/wiki/1993_Italian_Grand_Prix
Portuguese Grand Prix,546,Autódromo do Estoril,1993-09-26 00:00:00,77,14,https://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix
Japanese Grand Prix,547,Suzuka Circuit,1993-10-24 00:00:00,77,15,https://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix
Australian Grand Prix,548,Adelaide Street Circuit,1993-11-07 00:00:00,79,16,https://en.wikipedia.org/wiki/1993_Australian_Grand_Prix
Brazilian Grand Prix,549,Autódromo José Carlos Pace,1994-03-27 00:00:00,71,1,https://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix
Pacific Grand Prix,550,Okayama International Circuit,1994-04-17 00:00:00,71,2,https://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix
San Marino Grand Prix,551,Autodromo Enzo e Dino Ferrari,1994-05-01 00:00:00,58,3,https://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix
Monaco Grand Prix,552,Circuit de Monaco,1994-05-15 00:00:00,58,4,https://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix
Spanish Grand Prix,553,Circuit de Barcelona-Catalunya,1994-05-29 00:00:00,65,5,https://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix
Canadian Grand Prix,554,Circuit Gilles Villeneuve,1994-06-12 00:00:00,65,6,https://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix
French Grand Prix,555,Circuit de Nevers Magny-Cours,1994-07-03 00:00:00,65,7,https://en.wikipedia.org/wiki/1994_French_Grand_Prix
British Grand Prix,556,Silverstone Circuit,1994-07-10 00:00:00,65,8,https://en.wikipedia.org/wiki/1994_British_Grand_Prix
German Grand Prix,557,Hockenheimring,1994-07-31 00:00:00,45,9,https://en.wikipedia.org/wiki/1994_German_Grand_Prix
Hungarian Grand Prix,558,Hungaroring,1994-08-14 00:00:00,45,10,https://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix
Belgian Grand Prix,559,Circuit de Spa-Francorchamps,1994-08-28 00:00:00,44,11,https://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix
Italian Grand Prix,560,Autodromo Nazionale di Monza,1994-09-11 00:00:00,53,12,https://en.wikipedia.org/wiki/1994_Italian_Grand_Prix
Portuguese Grand Prix,561,Autódromo do Estoril,1994-09-25 00:00:00,53,13,https://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix
European Grand Prix,562,Circuito de Jerez,1994-10-16 00:00:00,53,14,https://en.wikipedia.org/wiki/1994_European_Grand_Prix
Japanese Grand Prix,563,Suzuka Circuit,1994-11-06 00:00:00,50,15,https://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix
Australian Grand Prix,564,Adelaide Street Circuit,1994-11-13 00:00:00,50,16,https://en.wikipedia.org/wiki/1994_Australian_Grand_Prix
Brazilian Grand Prix,565,Autódromo José Carlos Pace,1995-03-26 00:00:00,71,1,https://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix
Argentine Grand Prix,566,Autódromo Juan y Oscar Gálvez,1995-04-09 00:00:00,71,2,https://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix
San Marino Grand Prix,567,Autodromo Enzo e Dino Ferrari,1995-04-30 00:00:00,71,3,https://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix
Spanish Grand Prix,568,Circuit de Barcelona-Catalunya,1995-05-14 00:00:00,65,4,https://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix
Monaco Grand Prix,569,Circuit de Monaco,1995-05-28 00:00:00,65,5,https://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix
Canadian Grand Prix,570,Circuit Gilles Villeneuve,1995-06-11 00:00:00,65,6,https://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix
French Grand Prix,571,Circuit de Nevers Magny-Cours,1995-07-02 00:00:00,72,7,https://en.wikipedia.org/wiki/1995_French_Grand_Prix
British Grand Prix,572,Silverstone Circuit,1995-07-16 00:00:00,72,8,https://en.wikipedia.org/wiki/1995_British_Grand_Prix
German Grand Prix,573,Hockenheimring,1995-07-30 00:00:00,72,9,https://en.wikipedia.org/wiki/1995_German_Grand_Prix
Hungarian Grand Prix,574,Hungaroring,1995-08-13 00:00:00,72,10,https://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix
Belgian Grand Prix,575,Circuit de Spa-Francorchamps,1995-08-27 00:00:00,72,11,https://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix
Italian Grand Prix,576,Autodromo Nazionale di Monza,1995-09-10 00:00:00,53,12,https://en.wikipedia.org/wiki/1995_Italian_Grand_Prix
Portuguese Grand Prix,577,Autódromo do Estoril,1995-09-24 00:00:00,53,13,https://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix
European Grand Prix,578,Nürburgring,1995-10-01 00:00:00,53,14,https://en.wikipedia.org/wiki/1995_European_Grand_Prix
Pacific Grand Prix,579,Okayama International Circuit,1995-10-22 00:00:00,83,15,https://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix
Japanese Grand Prix,580,Suzuka Circuit,1995-10-29 00:00:00,83,16,https://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix
Australian Grand Prix,581,Adelaide Street Circuit,1995-11-12 00:00:00,83,17,https://en.wikipedia.org/wiki/1995_Australian_Grand_Prix
