gName,gpID,NomCircuit,gDate,gLaps,gRank,url_GP
Monaco Grand Prix,962,Circuit de Monaco,2017-05-28 00:00:00,78,6,https://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix
Canadian Grand Prix,963,Circuit Gilles Villeneuve,2017-06-11 00:00:00,78,7,https://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix
Azerbaijan Grand Prix,964,Baku City Circuit,2017-06-25 00:00:00,78,8,https://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix
Austrian Grand Prix,965,Red Bull Ring,2017-07-09 00:00:00,78,9,https://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix
British Grand Prix,966,Silverstone Circuit,2017-07-16 00:00:00,78,10,https://en.wikipedia.org/wiki/2017_British_Grand_Prix
Hungarian Grand Prix,967,Hungaroring,2017-07-30 00:00:00,70,11,https://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix
Belgian Grand Prix,968,Circuit de Spa-Francorchamps,2017-08-27 00:00:00,70,12,https://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix
Italian Grand Prix,969,Autodromo Nazionale di Monza,2017-09-03 00:00:00,53,13,https://en.wikipedia.org/wiki/2017_Italian_Grand_Prix
Singapore Grand Prix,970,Marina Bay Street Circuit,2017-09-17 00:00:00,53,14,https://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix
Malaysian Grand Prix,971,Sepang International Circuit,2017-10-01 00:00:00,53,15,https://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix
Japanese Grand Prix,972,Suzuka Circuit,2017-10-08 00:00:00,53,16,https://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix
United States Grand Prix,973,Circuit of the Americas,2017-10-22 00:00:00,56,17,https://en.wikipedia.org/wiki/2017_United_States_Grand_Prix
Mexican Grand Prix,974,Autódromo Hermanos Rodríguez,2017-10-29 00:00:00,71,18,https://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix
Brazilian Grand Prix,975,Autódromo José Carlos Pace,2017-11-12 00:00:00,71,19,https://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix
Abu Dhabi Grand Prix,976,Yas Marina Circuit,2017-11-26 00:00:00,55,20,https://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix
Australian Grand Prix,977,Albert Park Grand Prix Circuit,2018-03-25 00:00:00,58,1,https://en.wikipedia.org/wiki/2018_Australian_Grand_Prix
Bahrain Grand Prix,978,Bahrain International Circuit,2018-04-08 00:00:00,58,2,https://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix
Chinese Grand Prix,979,Shanghai International Circuit,2018-04-15 00:00:00,58,3,https://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix
Azerbaijan Grand Prix,980,Baku City Circuit,2018-04-29 00:00:00,58,4,https://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix
Spanish Grand Prix,981,Circuit de Barcelona-Catalunya,2018-05-13 00:00:00,66,5,https://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix
Monaco Grand Prix,982,Circuit de Monaco,2018-05-27 00:00:00,66,6,https://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix
Canadian Grand Prix,983,Circuit Gilles Villeneuve,2018-06-10 00:00:00,66,7,https://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix
French Grand Prix,984,Circuit Paul Ricard,2018-06-24 00:00:00,66,8,https://en.wikipedia.org/wiki/2018_French_Grand_Prix
Austrian Grand Prix,985,Red Bull Ring,2018-07-01 00:00:00,66,9,https://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix
British Grand Prix,986,Silverstone Circuit,2018-07-08 00:00:00,52,10,https://en.wikipedia.org/wiki/2018_British_Grand_Prix
German Grand Prix,987,Hockenheimring,2018-07-22 00:00:00,67,11,https://en.wikipedia.org/wiki/2018_German_Grand_Prix
Hungarian Grand Prix,988,Hungaroring,2018-07-29 00:00:00,67,12,https://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix
Belgian Grand Prix,989,Circuit de Spa-Francorchamps,2018-08-26 00:00:00,67,13,https://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix
Italian Grand Prix,990,Autodromo Nazionale di Monza,2018-09-02 00:00:00,53,14,https://en.wikipedia.org/wiki/2018_Italian_Grand_Prix
Singapore Grand Prix,991,Marina Bay Street Circuit,2018-09-16 00:00:00,53,15,https://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix
Russian Grand Prix,992,Sochi Autodrom,2018-09-30 00:00:00,53,16,https://en.wikipedia.org/wiki/2018_Russian_Grand_Prix
Japanese Grand Prix,993,Suzuka Circuit,2018-10-07 00:00:00,53,17,https://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix
United States Grand Prix,994,Circuit of the Americas,2018-10-21 00:00:00,53,18,https://en.wikipedia.org/wiki/2018_United_States_Grand_Prix
Mexican Grand Prix,995,Autódromo Hermanos Rodríguez,2018-10-28 00:00:00,53,19,https://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix
Brazilian Grand Prix,996,Autódromo José Carlos Pace,2018-11-11 00:00:00,53,20,https://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix
Abu Dhabi Grand Prix,997,Yas Marina Circuit,2018-11-25 00:00:00,55,21,https://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix
Australian Grand Prix,998,Albert Park Grand Prix Circuit,2019-03-17 00:00:00,58,1,https://en.wikipedia.org/wiki/2019_Australian_Grand_Prix
Bahrain Grand Prix,999,Bahrain International Circuit,2019-03-31 00:00:00,57,2,https://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix
Chinese Grand Prix,1000,Shanghai International Circuit,2019-04-14 00:00:00,57,3,https://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix
Azerbaijan Grand Prix,1001,Baku City Circuit,2019-04-28 00:00:00,57,4,https://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix
Spanish Grand Prix,1002,Circuit de Barcelona-Catalunya,2019-05-12 00:00:00,57,5,https://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix
Monaco Grand Prix,1003,Circuit de Monaco,2019-05-26 00:00:00,78,6,https://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix
Canadian Grand Prix,1004,Circuit Gilles Villeneuve,2019-06-09 00:00:00,70,7,https://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix
French Grand Prix,1005,Circuit Paul Ricard,2019-06-23 00:00:00,70,8,https://en.wikipedia.org/wiki/2019_French_Grand_Prix
Austrian Grand Prix,1006,Red Bull Ring,2019-06-30 00:00:00,70,9,https://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix
British Grand Prix,1007,Silverstone Circuit,2019-07-14 00:00:00,52,10,https://en.wikipedia.org/wiki/2019_British_Grand_Prix
German Grand Prix,1008,Hockenheimring,2019-07-28 00:00:00,64,11,https://en.wikipedia.org/wiki/2019_German_Grand_Prix
Hungarian Grand Prix,1009,Hungaroring,2019-08-04 00:00:00,64,12,https://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix
Belgian Grand Prix,1010,Circuit de Spa-Francorchamps,2019-09-01 00:00:00,64,13,https://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix
Italian Grand Prix,1011,Autodromo Nazionale di Monza,2019-09-08 00:00:00,64,14,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix
Singapore Grand Prix,1012,Marina Bay Street Circuit,2019-09-22 00:00:00,61,15,https://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix
Russian Grand Prix,1013,Sochi Autodrom,2019-09-29 00:00:00,53,16,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix
Japanese Grand Prix,1014,Suzuka Circuit,2019-10-13 00:00:00,53,17,https://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix
Mexican Grand Prix,1015,Autódromo Hermanos Rodríguez,2019-10-27 00:00:00,71,18,https://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix
United States Grand Prix,1016,Circuit of the Americas,2019-11-03 00:00:00,71,19,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix
Brazilian Grand Prix,1017,Autódromo José Carlos Pace,2019-11-17 00:00:00,71,20,https://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix
Abu Dhabi Grand Prix,1018,Yas Marina Circuit,2019-12-01 00:00:00,71,21,https://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix
Austrian Grand Prix,1019,Red Bull Ring,2020-07-05 00:00:00,71,1,https://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix
Styrian Grand Prix,1020,Red Bull Ring,2020-07-12 00:00:00,71,2,https://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix
Hungarian Grand Prix,1021,Hungaroring,2020-07-19 00:00:00,71,3,https://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix
British Grand Prix,1022,Silverstone Circuit,2020-08-02 00:00:00,71,4,https://en.wikipedia.org/wiki/2020_British_Grand_Prix
70th Anniversary Grand Prix,1023,Silverstone Circuit,2020-08-09 00:00:00,52,5,https://en.wikipedia.org/wiki/70th_Anniversary_Grand_Prix
Spanish Grand Prix,1024,Circuit de Barcelona-Catalunya,2020-08-16 00:00:00,52,6,https://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix
Belgian Grand Prix,1025,Circuit de Spa-Francorchamps,2020-08-30 00:00:00,52,7,https://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix
Italian Grand Prix,1026,Autodromo Nazionale di Monza,2020-09-06 00:00:00,52,8,https://en.wikipedia.org/wiki/2020_Italian_Grand_Prix
Tuscan Grand Prix,1027,Autodromo Internazionale del Mugello,2020-09-13 00:00:00,59,9,https://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix
Russian Grand Prix,1028,Sochi Autodrom,2020-09-27 00:00:00,59,10,https://en.wikipedia.org/wiki/2020_Russian_Grand_Prix
Eifel Grand Prix,1029,Nürburgring,2020-10-11 00:00:00,59,11,https://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix
Portuguese Grand Prix,1030,Autódromo Internacional do Algarve,2020-10-25 00:00:00,66,12,https://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix
Emilia Romagna Grand Prix,1031,Autodromo Enzo e Dino Ferrari,2020-11-01 00:00:00,66,13,https://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix
Turkish Grand Prix,1032,Istanbul Park,2020-11-15 00:00:00,66,14,https://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix
Bahrain Grand Prix,1033,Bahrain International Circuit,2020-11-29 00:00:00,66,15,https://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix
Sakhir Grand Prix,1034,Bahrain International Circuit,2020-12-06 00:00:00,87,16,https://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix
Abu Dhabi Grand Prix,1035,Yas Marina Circuit,2020-12-13 00:00:00,55,17,https://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix
Bahrain Grand Prix,1036,Bahrain International Circuit,2021-03-28 00:00:00,55,1,https://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix
Emilia Romagna Grand Prix,1037,Autodromo Enzo e Dino Ferrari,2021-04-18 00:00:00,63,2,https://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix
Portuguese Grand Prix,1038,Autódromo Internacional do Algarve,2021-05-02 00:00:00,63,3,https://en.wikipedia.org/wiki/2021_Portuguese_Grand_Prix
Spanish Grand Prix,1039,Circuit de Barcelona-Catalunya,2021-05-09 00:00:00,63,4,https://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix
Monaco Grand Prix,1040,Circuit de Monaco,2021-05-23 00:00:00,63,5,https://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix
Azerbaijan Grand Prix,1041,Baku City Circuit,2021-06-06 00:00:00,51,6,https://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix
French Grand Prix,1042,Circuit Paul Ricard,2021-06-20 00:00:00,51,7,https://en.wikipedia.org/wiki/2021_French_Grand_Prix
Styrian Grand Prix,1043,Red Bull Ring,2021-06-27 00:00:00,51,8,https://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix
Austrian Grand Prix,1044,Red Bull Ring,2021-07-04 00:00:00,51,9,https://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix
British Grand Prix,1045,Silverstone Circuit,2021-07-18 00:00:00,52,10,https://en.wikipedia.org/wiki/2021_British_Grand_Prix
Hungarian Grand Prix,1046,Hungaroring,2021-08-01 00:00:00,70,11,https://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix
Belgian Grand Prix,1047,Circuit de Spa-Francorchamps,2021-08-29 00:00:00,70,12,https://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix
Dutch Grand Prix,1048,Circuit Park Zandvoort,2021-09-05 00:00:00,70,13,https://en.wikipedia.org/wiki/2021_Dutch_Grand_Prix
Italian Grand Prix,1049,Autodromo Nazionale di Monza,2021-09-12 00:00:00,53,14,https://en.wikipedia.org/wiki/2021_Italian_Grand_Prix
Russian Grand Prix,1050,Sochi Autodrom,2021-09-26 00:00:00,53,15,https://en.wikipedia.org/wiki/2021_Russian_Grand_Prix
Turkish Grand Prix,1051,Istanbul Park,2021-10-10 00:00:00,53,16,https://en.wikipedia.org/wiki/2021_Turkish_Grand_Prix
United States Grand Prix,1052,Circuit of the Americas,2021-10-24 00:00:00,53,17,https://en.wikipedia.org/wiki/2021_United_States_Grand_Prix
Mexico City Grand Prix,1053,Autódromo Hermanos Rodríguez,2021-11-07 00:00:00,53,18,https://en.wikipedia.org/wiki/2021_Mexico_City_Grand_Prix
São Paulo Grand Prix,1054,Autódromo José Carlos Pace,2021-11-14 00:00:00,71,19,https://en.wikipedia.org/wiki/2021_S%C3%A3o_Paulo_Grand_Prix
Qatar Grand Prix,1055,Losail International Circuit,2021-11-21 00:00:00,71,20,https://en.wikipedia.org/wiki/2021_Qatar_Grand_Prix
Saudi Arabian Grand Prix,1056,Jeddah Corniche Circuit,2021-12-05 00:00:00,71,21,https://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix
Abu Dhabi Grand Prix,1057,Yas Marina Circuit,2021-12-12 00:00:00,71,22,https://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix
Bahrain Grand Prix,1058,Bahrain International Circuit,2022-03-20 00:00:00,57,1,https://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix
Saudi Arabian Grand Prix,1059,Jeddah Corniche Circuit,2022-03-27 00:00:00,50,2,https://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix
Australian Grand Prix,1060,Albert Park Grand Prix Circuit,2022-04-10 00:00:00,58,3,https://en.wikipedia.org/wiki/2022_Australian_Grand_Prix
Emilia Romagna Grand Prix,1061,Autodromo Enzo e Dino Ferrari,2022-04-24 00:00:00,63,4,https://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix
Miami Grand Prix,1062,Miami International Autodrome,2022-05-08 00:00:00,63,5,https://en.wikipedia.org/wiki/2022_Miami_Grand_Prix
Spanish Grand Prix,1063,Circuit de Barcelona-Catalunya,2022-05-22 00:00:00,63,6,https://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix
Monaco Grand Prix,1064,Circuit de Monaco,2022-05-29 00:00:00,64,7,https://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix
Azerbaijan Grand Prix,1065,Baku City Circuit,2022-06-12 00:00:00,64,8,https://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix
Canadian Grand Prix,1066,Circuit Gilles Villeneuve,2022-06-19 00:00:00,64,9,https://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix
British Grand Prix,1067,Silverstone Circuit,2022-07-03 00:00:00,64,10,https://en.wikipedia.org/wiki/2022_British_Grand_Prix
Austrian Grand Prix,1068,Red Bull Ring,2022-07-10 00:00:00,71,11,https://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix
French Grand Prix,1069,Circuit Paul Ricard,2022-07-24 00:00:00,53,12,https://en.wikipedia.org/wiki/2022_French_Grand_Prix
Hungarian Grand Prix,1070,Hungaroring,2022-07-31 00:00:00,70,13,https://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix
Belgian Grand Prix,1071,Circuit de Spa-Francorchamps,2022-08-28 00:00:00,44,14,https://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix
Dutch Grand Prix,1072,Circuit Park Zandvoort,2022-09-04 00:00:00,44,15,https://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix
Italian Grand Prix,1073,Autodromo Nazionale di Monza,2022-09-11 00:00:00,44,16,https://en.wikipedia.org/wiki/2022_Italian_Grand_Prix
Singapore Grand Prix,1074,Marina Bay Street Circuit,2022-10-02 00:00:00,59,17,https://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix
Japanese Grand Prix,1075,Suzuka Circuit,2022-10-09 00:00:00,59,18,https://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix
United States Grand Prix,1076,Circuit of the Americas,2022-10-23 00:00:00,59,19,https://en.wikipedia.org/wiki/2022_United_States_Grand_Prix
Mexico City Grand Prix,1077,Autódromo Hermanos Rodríguez,2022-10-30 00:00:00,59,20,https://en.wikipedia.org/wiki/2022_Mexico_City_Grand_Prix
São Paulo Grand Prix,1078,Autódromo José Carlos Pace,2022-11-13 00:00:00,71,21,https://en.wikipedia.org/wiki/2022_São_Paulo_Grand_Prix
Abu Dhabi Grand Prix,1079,Yas Marina Circuit,2022-11-20 00:00:00,71,22,https://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix
Bahrain Grand Prix,1080,Bahrain International Circuit,2023-03-05 00:00:00,57,1,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix
Saudi Arabian Grand Prix,1081,Jeddah Corniche Circuit,2023-03-19 00:00:00,50,2,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix
Australian Grand Prix,1082,Albert Park Grand Prix Circuit,2023-04-02 00:00:00,58,3,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix
Azerbaijan Grand Prix,1083,Baku City Circuit,2023-04-30 00:00:00,58,4,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix
Miami Grand Prix,1084,Miami International Autodrome,2023-05-07 00:00:00,57,5,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix
Monaco Grand Prix,1085,Circuit de Monaco,2023-05-28 00:00:00,78,6,https://en.wikipedia.org/wiki/2023_Monaco_Grand_Prix
Spanish Grand Prix,1086,Circuit de Barcelona-Catalunya,2023-06-04 00:00:00,66,7,https://en.wikipedia.org/wiki/2023_Spanish_Grand_Prix
Canadian Grand Prix,1087,Circuit Gilles Villeneuve,2023-06-18 00:00:00,70,8,https://en.wikipedia.org/wiki/2023_Canadian_Grand_Prix
Austrian Grand Prix,1088,Red Bull Ring,2023-07-02 00:00:00,71,9,https://en.wikipedia.org/wiki/2023_Austrian_Grand_Prix
British Grand Prix,1089,Silverstone Circuit,2023-07-09 00:00:00,52,10,https://en.wikipedia.org/wiki/2023_British_Grand_Prix
Hungarian Grand Prix,1090,Hungaroring,2023-07-23 00:00:00,70,11,https://en.wikipedia.org/wiki/2023_Hungarian_Grand_Prix
Belgian Grand Prix,1091,Circuit de Spa-Francorchamps,2023-07-30 00:00:00,44,12,https://en.wikipedia.org/wiki/2023_Belgian_Grand_Prix
Dutch Grand Prix,1092,Circuit Park Zandvoort,2023-08-27 00:00:00,44,13,https://en.wikipedia.org/wiki/2023_Dutch_Grand_Prix
Italian Grand Prix,1093,Autodromo Nazionale di Monza,2023-09-03 00:00:00,44,14,https://en.wikipedia.org/wiki/2023_Italian_Grand_Prix
Singapore Grand Prix,1094,Marina Bay Street Circuit,2023-09-17 00:00:00,62,15,https://en.wikipedia.org/wiki/2023_Singapore_Grand_Prix
Japanese Grand Prix,1095,Suzuka Circuit,2023-09-24 00:00:00,53,16,https://en.wikipedia.org/wiki/2023_Japanese_Grand_Prix
Qatar Grand Prix,1096,Losail International Circuit,2023-10-08 00:00:00,53,17,https://en.wikipedia.org/wiki/2023_Qatar_Grand_Prix
United States Grand Prix,1097,Circuit of the Americas,2023-10-22 00:00:00,53,18,https://en.wikipedia.org/wiki/2023_United_States_Grand_Prix
Mexico City Grand Prix,1098,Autódromo Hermanos Rodríguez,2023-10-29 00:00:00,53,19,https://en.wikipedia.org/wiki/2023_Mexico_City_Grand_Prix
São Paulo Grand Prix,1099,Autódromo José Carlos Pace,2023-11-05 00:00:00,71,20,https://en.wikipedia.org/wiki/2023_S%C3%A3o_Paulo_Grand_Prix
Las Vegas Grand Prix,1100,Las Vegas Strip Street Circuit,2023-11-19 00:00:00,50,21,https://en.wikipedia.org/wiki/2023_Las_Vegas_Grand_Prix
Abu Dhabi Grand Prix,1101,Yas Marina Circuit,2023-11-26 00:00:00,58,22,https://en.wikipedia.org/wiki/2023_Abu_Dhabi_Grand_Prix
Bahrain Grand Prix,1102,Bahrain International Circuit,2024-03-02 00:00:00,57,1,https://en.wikipedia.org/wiki/2024_Bahrain_Grand_Prix
Saudi Arabian Grand Prix,1103,Jeddah Corniche Circuit,2024-03-09 00:00:00,57,2,https://en.wikipedia.org/wiki/2024_Saudi_Arabian_Grand_Prix
Australian Grand Prix,1104,Albert Park Grand Prix Circuit,2024-03-24 00:00:00,58,3,https://en.wikipedia.org/wiki/2024_Australian_Grand_Prix
Japanese Grand Prix,1105,Suzuka Circuit,2024-04-07 00:00:00,53,4,https://en.wikipedia.org/wiki/2024_Japanese_Grand_Prix
Chinese Grand Prix,1106,Shanghai International Circuit,2024-04-21 00:00:00,53,5,https://en.wikipedia.org/wiki/2024_Chinese_Grand_Prix
Miami Grand Prix,1107,Miami International Autodrome,2024-05-05 00:00:00,53,6,https://en.wikipedia.org/wiki/2024_Miami_Grand_Prix
Emilia Romagna Grand Prix,1108,Autodromo Enzo e Dino Ferrari,2024-05-19 00:00:00,53,7,https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix
Monaco Grand Prix,1109,Circuit de Monaco,2024-05-26 00:00:00,78,8,https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix
Canadian Grand Prix,1110,Circuit Gilles Villeneuve,2024-06-09 00:00:00,78,9,https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix
Spanish Grand Prix,1111,Circuit de Barcelona-Catalunya,2024-06-23 00:00:00,78,10,https://en.wikipedia.org/wiki/2024_Spanish_Grand_Prix
Austrian Grand Prix,1112,Red Bull Ring,2024-06-30 00:00:00,78,11,https://en.wikipedia.org/wiki/2024_Austrian_Grand_Prix
British Grand Prix,1113,Silverstone Circuit,2024-07-07 00:00:00,52,12,https://en.wikipedia.org/wiki/2024_British_Grand_Prix
Hungarian Grand Prix,1114,Hungaroring,2024-07-21 00:00:00,52,13,https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix
Belgian Grand Prix,1115,Circuit de Spa-Francorchamps,2024-07-28 00:00:00,52,14,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix
Dutch Grand Prix,1116,Circuit Park Zandvoort,2024-08-25 00:00:00,52,15,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix
Italian Grand Prix,1117,Autodromo Nazionale di Monza,2024-09-01 00:00:00,53,16,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix
Azerbaijan Grand Prix,1118,Baku City Circuit,2024-09-15 00:00:00,51,17,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix
Singapore Grand Prix,1119,Marina Bay Street Circuit,2024-09-22 00:00:00,51,18,https://en.wikipedia.org/wiki/2024_Singapore_Grand_Prix
United States Grand Prix,1120,Circuit of the Americas,2024-10-20 00:00:00,51,19,https://en.wikipedia.org/wiki/2024_United_States_Grand_Prix
Mexico City Grand Prix,1121,Autódromo Hermanos Rodríguez,2024-10-27 00:00:00,51,20,https://en.wikipedia.org/wiki/2024_Mexico_City_Grand_Prix
São Paulo Grand Prix,1122,Autódromo José Carlos Pace,2024-11-03 00:00:00,69,21,https://en.wikipedia.org/wiki/2024_S%C3%A3o_Paulo_Grand_Prix
Las Vegas Grand Prix,1123,Las Vegas Strip Street Circuit,2024-11-23 00:00:00,69,22,https://en.wikipedia.org/wiki/2024_Las_Vegas_Grand_Prix
Qatar Grand Prix,1124,Losail International Circuit,2024-12-01 00:00:00,69,23,https://en.wikipedia.org/wiki/2024_Qatar_Grand_Prix
Abu Dhabi Grand Prix,1125,Yas Marina Circuit,2024-12-08 00:00:00,69,24,https://en.wikipedia.org/wiki/2024_Abu_Dhabi_Grand_Prix
Australian Grand Prix,1126,Albert Park Grand Prix Circuit,2025-03-16 00:00:00,57,1,https://en.wikipedia.org/wiki/2025_Australian_Grand_Prix
Chinese Grand Prix,1127,Shanghai International Circuit,2025-03-23 00:00:00,56,2,https://en.wikipedia.org/wiki/2025_Chinese_Grand_Prix
Japanese Grand Prix,1128,Suzuka Circuit,2025-04-06 00:00:00,53,3,https://en.wikipedia.org/wiki/2025_Japanese_Grand_Prix
Bahrain Grand Prix,1129,Bahrain International Circuit,2025-04-13 00:00:00,53,4,https://en.wikipedia.org/wiki/2025_Bahrain_Grand_Prix
Saudi Arabian Grand Prix,1130,Jeddah Corniche Circuit,2025-04-20 00:00:00,53,5,https://en.wikipedia.org/wiki/2025_Saudi_Arabian_Grand_Prix
Miami Grand Prix,1131,Miami International Autodrome,2025-05-04 00:00:00,53,6,https://en.wikipedia.org/wiki/2025_Miami_Grand_Prix
Emilia Romagna Grand Prix,1132,Autodromo Enzo e Dino Ferrari,2025-05-18 00:00:00,63,7,https://en.wikipedia.org/wiki/2025_Emilia_Romagna_Grand_Prix
Monaco Grand Prix,1133,Circuit de Monaco,2025-05-25 00:00:00,63,8,https://en.wikipedia.org/wiki/2025_Monaco_Grand_Prix
Spanish Grand Prix,1134,Circuit de Barcelona-Catalunya,2025-06-01 00:00:00,63,9,https://en.wikipedia.org/wiki/2025_Spanish_Grand_Prix
Canadian Grand Prix,1135,Circuit Gilles Villeneuve,2025-06-15 00:00:00,70,10,https://en.wikipedia.org/wiki/2025_Canadian_Grand_Prix
Austrian Grand Prix,1136,Red Bull Ring,2025-06-29 00:00:00,70,11,https://en.wikipedia.org/wiki/2025_Austrian_Grand_Prix
British Grand Prix,1137,Silverstone Circuit,2025-07-06 00:00:00,70,12,https://en.wikipedia.org/wiki/2025_British_Grand_Prix
Belgian Grand Prix,1138,Circuit de Spa-Francorchamps,2025-07-27 00:00:00,44,13,https://en.wikipedia.org/wiki/2025_Belgian_Grand_Prix
Hungarian Grand Prix,1139,Hungaroring,2025-08-03 00:00:00,70,14,https://en.wikipedia.org/wiki/2025_Hungarian_Grand_Prix
Dutch Grand Prix,1140,Circuit Park Zandvoort,2025-08-31 00:00:00,70,15,https://en.wikipedia.org/wiki/2025_Dutch_Grand_Prix
Italian Grand Prix,1141,Autodromo Nazionale di Monza,2025-09-07 00:00:00,70,16,https://en.wikipedia.org/wiki/2025_Italian_Grand_Prix
Azerbaijan Grand Prix,1142,Baku City Circuit,2025-09-21 00:00:00,70,17,https://en.wikipedia.org/wiki/2025_Azerbaijan_Grand_Prix
Singapore Grand Prix,1143,Marina Bay Street Circuit,2025-10-05 00:00:00,62,18,https://en.wikipedia.org/wiki/2025_Singapore_Grand_Prix
United States Grand Prix,1144,Circuit of the Americas,2025-10-19 00:00:00,62,19,https://en.wikipedia.org/wiki/2025_United_States_Grand_Prix
Mexico City Grand Prix,1145,Autódromo Hermanos Rodríguez,2025-10-26 00:00:00,62,20,https://en.wikipedia.org/wiki/2025_Mexico_City_Grand_Prix
